Unnamed: 0,City,Claim,Tweet,Latitude,Longitude,User,Timestamp,Stance,Category,State,Verdict
150,San Bernardino,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,34.1083,-117.2898,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],California,FALSE
154,San Bernardino,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,34.1083,-117.2898,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],California,FALSE
157,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,Hilarious! We just caught @CNN using AI to try to make the crowd look bigger at a @KamalaHarris event! https://t.co/Lhfjv7dbxY,34.1083,-117.2898,The Older Millennial,Sun Aug 04 00:23:29 +0000 2024,Positive,['Elections'],California,FALSE
159,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"Newsom today LITERALLY said in his opening budget slide “California is THE FUTURE of the American Economy.” 

What a delusional and narcissistic man. 

Highest taxes, massive deficits, low quality of living and high unaffordability! Thats your model @GavinNewsom ?!",34.1083,-117.2898,"Houman David Hemmati, MD, PhD",Tue Jan 07 00:51:50 +0000 2025,Negative,['Elections'],California,FALSE
160,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",34.1083,-117.2898,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],California,FALSE
163,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"Wow. So, before you this is AI …
But believable.

Watch. https://t.co/dY3Gg47RxE",34.1083,-117.2898,The🐰FOO,Sun Nov 10 18:50:37 +0000 2024,Positive,['Elections'],California,FALSE
164,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"FACT: there was a ‘crowd’ at the Harris-Walz rally at the Detroit Metro Airport on Wednesday. Looking at our GPS mobile device data, there were 4,189 devices present at the hanger that day and time. The photo in question, HOWEVER, was 💯manipulated for whatever reason.

Headline: https://t.co/fXQrjNnQD9",34.1083,-117.2898,Tony Seruga,Mon Aug 12 13:03:09 +0000 2024,Positive,['Elections'],California,FALSE
165,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"Kamala Harris’s campaign is using AI to manipulate her campaign photos and videos. And it’s all being orchestrated by @MikeNellis, a senior advisor to Kamala Harris who works with Loren Merchan, the daughter of Judge Juan Merchan as I have previously reported. 

Why won’t the https://t.co/Pkk1neMh4O",34.1083,-117.2898,Laura Loomer,Sat Aug 10 03:27:54 +0000 2024,Positive,['Elections'],California,FALSE
166,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"This is Big 🚨 “CNN just got caught using AI to try to make the crowds at a Kamala Harris event look bigger”

“We're now at the point that in the last 2 days alone, we got MSNBC editing a Joe Rogan clip to make it sound like he supported Kamala Harris when actually he was talking https://t.co/R4YeWxhgNg",34.1083,-117.2898,Wall Street Apes,Sun Aug 04 16:33:35 +0000 2024,Positive,['Elections'],California,FALSE
167,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"This is the sphere in Las Vegas. 

Kamala Harris paid $900,000 to put her face on a ball instead of her normal routine of balls on her face. https://t.co/kkKhiHu2VE",34.1083,-117.2898,Stacy Is Right,Tue Nov 19 03:41:57 +0000 2024,Positive,['Elections'],California,FALSE
168,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,Well it looks like CNN just got busted using AI to make the crowds for Kamala look bigger. 🤣 https://t.co/voOZbCK3R6,34.1083,-117.2898,⚔️ Silent Silas ⚔️,Sun Aug 04 02:41:26 +0000 2024,Positive,['Elections'],California,FALSE
170,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,🇺🇸 Kamala Harris is so unpopular that they have to use AI to fake crowd sizes on TV for her rallies https://t.co/HORDKFZSrW,34.1083,-117.2898,Concerned Citizen,Fri Aug 09 10:03:07 +0000 2024,Positive,['Elections'],California,FALSE
171,San Bernardino,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"OH MY GOD!  

This is Eau Claire, Wisconsin. Kamala Harris is in town. This is not AI generated. This is a real crowd that was not manipulated like Trump sometimes does.  Wisconsin is a crucial swing state. 

 https://t.co/bupOmln5PV",34.1083,-117.2898,Brian Krassenstein,Wed Aug 07 17:40:19 +0000 2024,Negative,['Elections'],California,FALSE
178,San Bernardino,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",34.1083,-117.2898,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],California,FALSE
182,San Bernardino,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"Unburdened by what has been and what could have been.

This afternoon, President Trump's historic, 2024 Election victory was OFFICIALLY CERTIFIED.

Joy and vibes are here to stay 🇺🇸 https://t.co/y5E21l9ryy",34.1083,-117.2898,Byron Donalds,Mon Jan 06 19:54:39 +0000 2025,Positive,['Elections'],California,FALSE
201,San Bernardino,Kamala Harris and Tim Walz adopted the Nazi slogan “Strength through Joy” for their 2024 campaign.,"MAGA is big mad saying that Kamala Harris is using the slogan “strength in joy” (she’s not) and pointing out that it was a phrase used by a female youth group of the Nazi party.

But they genuinely don’t seem to care that they’re using the slogan, “America First,” that was also https://t.co/cUq0aicsD4",34.1083,-117.2898,Art Candee 🍿🥤,Sun Aug 18 15:21:42 +0000 2024,Neutral,['Elections'],California,FALSE
205,San Bernardino,Kamala Harris and Tim Walz adopted the Nazi slogan “Strength through Joy” for their 2024 campaign.,"⚠️ TROUBLANT ⚠️

Le slogan de la campagne de Kamala Harris est « Le pouvoir par la joie ».

Troublante coïncidence quant on sait que « le pouvoir par la joie » était le nom d'un des comités dirigés par Hitler dans l'Allemagne nazie (« Kraft durch Freude »).

L'organisation était https://t.co/Nqtgafza4E",34.1083,-117.2898,Jean MESSIHA,Sat Aug 24 20:50:14 +0000 2024,Positive,['Elections'],California,FALSE
222,San Bernardino,Kamala Harris was involved in a hit-and-run car accident in 2011.,"BREAKING: A 26-year-old woman from San Francisco, Alicia Brown, alleges that Kamala Harris was involved in a 2011 hit-and-run accident that left her unable to walk. https://t.co/UNvyHMSss7",34.1083,-117.2898,I Meme Therefore I Am 🇺🇸,Tue Sep 03 17:37:28 +0000 2024,Neutral,['Elections'],California,FALSE
269,Bridgeport,Immigrants are helping Democrats steal the election,"The upscale town of Seaport in Boston is turning an office building into a shelter to house illegals. Residents are FUMING.

Biden won Massachusetts by 33 points.

Biden won Boston by 67 points.

Democrats turned Boston into a sanctuary city.

Elections have consequences. https://t.co/Lu67LxIxp4",41.1865,-73.1952,Libs of TikTok,Wed Feb 28 20:47:55 +0000 2024,Positive,['Elections'],Connecticut,FALSE
287,Bridgeport,"Jews, Zionists and Israel control the election results","Israeli jews brag about rigging 30+ presidential elections to undercover reporters acting as potential clients.

This is just ONE Israel-based team. https://t.co/YTupU9Wfaf",41.1865,-73.1952,Chasing Sunsets,Tue Oct 29 20:13:38 +0000 2024,Positive,['Elections'],Connecticut,FALSE
393,Bridgeport,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",41.1865,-73.1952,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Connecticut,FALSE
395,Bridgeport,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,41.1865,-73.1952,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],Connecticut,FALSE
397,Bridgeport,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",41.1865,-73.1952,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],Connecticut,FALSE
403,Bridgeport,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,41.1865,-73.1952,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],Connecticut,FALSE
412,Bridgeport,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,Hilarious! We just caught @CNN using AI to try to make the crowd look bigger at a @KamalaHarris event! https://t.co/Lhfjv7dbxY,41.1865,-73.1952,The Older Millennial,Sun Aug 04 00:23:29 +0000 2024,Positive,['Elections'],Connecticut,FALSE
420,Bridgeport,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"The length Democrats went to in New York to rollout their new “congestion pricing” is truly astonishing

They installed “1,400 cameras taking tolls and more than 800 signs” to catch drivers and charge them to drive on roads they already paid for with their taxes

Democrat https://t.co/xLdZggeHCL",41.1865,-73.1952,Wall Street Apes,Wed Jan 08 05:50:06 +0000 2025,Negative,['Elections'],Connecticut,FALSE
421,Bridgeport,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"Dude straight up blanked Kamala and I’m dying! 😂😂😂😂😂😂

https://t.co/dUAFMiwWHh",41.1865,-73.1952,Shannon Hill,Mon Jan 06 17:15:29 +0000 2025,Negative,['Elections'],Connecticut,FALSE
422,Bridgeport,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",41.1865,-73.1952,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],Connecticut,FALSE
434,Bridgeport,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",41.1865,-73.1952,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],Connecticut,FALSE
440,Bridgeport,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"Unburdened by what has been and what could have been.

This afternoon, President Trump's historic, 2024 Election victory was OFFICIALLY CERTIFIED.

Joy and vibes are here to stay 🇺🇸 https://t.co/y5E21l9ryy",41.1865,-73.1952,Byron Donalds,Mon Jan 06 19:54:39 +0000 2025,Positive,['Elections'],Connecticut,FALSE
480,Bridgeport,Kamala Harris was involved in a hit-and-run car accident in 2011.,"BREAKING: A 26-year-old woman from San Francisco, Alicia Brown, alleges that Kamala Harris was involved in a 2011 hit-and-run accident that left her unable to walk. https://t.co/UNvyHMSss7",41.1865,-73.1952,I Meme Therefore I Am 🇺🇸,Tue Sep 03 17:37:28 +0000 2024,Neutral,['Elections'],Connecticut,FALSE
598,Rochester,The government is weaponizing or creating hurricanes to interfere with the election,"@EricLDaugh BEFORE we buy Greenland, may we please set to rights North Carolina for the hurricane victims? May we please help the other states that were affected by the hurricanes?

I think housing, warm clothes, food, forgiving their property tax for a couple of years. Sending in lawyers to",43.1566,-77.6088,Mom Of Only 3,Tue Jan 07 21:15:04 +0000 2025,Positive,['Elections'],New York,FALSE
644,Rochester,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",43.1566,-77.6088,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],New York,FALSE
655,Rochester,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,43.1566,-77.6088,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],New York,FALSE
657,Rochester,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",43.1566,-77.6088,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],New York,FALSE
670,Rochester,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",43.1566,-77.6088,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],New York,FALSE
673,Rochester,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"FACT: there was a ‘crowd’ at the Harris-Walz rally at the Detroit Metro Airport on Wednesday. Looking at our GPS mobile device data, there were 4,189 devices present at the hanger that day and time. The photo in question, HOWEVER, was 💯manipulated for whatever reason.

Headline: https://t.co/fXQrjNnQD9",43.1566,-77.6088,Tony Seruga,Mon Aug 12 13:03:09 +0000 2024,Positive,['Elections'],New York,FALSE
675,Rochester,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"This is Big 🚨 “CNN just got caught using AI to try to make the crowds at a Kamala Harris event look bigger”

“We're now at the point that in the last 2 days alone, we got MSNBC editing a Joe Rogan clip to make it sound like he supported Kamala Harris when actually he was talking https://t.co/R4YeWxhgNg",43.1566,-77.6088,Wall Street Apes,Sun Aug 04 16:33:35 +0000 2024,Positive,['Elections'],New York,FALSE
686,Rochester,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",43.1566,-77.6088,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],New York,FALSE
687,Rochester,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"Unburdened by what has been and what could have been.

This afternoon, President Trump's historic, 2024 Election victory was OFFICIALLY CERTIFIED.

Joy and vibes are here to stay 🇺🇸 https://t.co/y5E21l9ryy",43.1566,-77.6088,Byron Donalds,Mon Jan 06 19:54:39 +0000 2025,Positive,['Elections'],New York,FALSE
729,Rochester,Kamala Harris was involved in a hit-and-run car accident in 2011.,"BREAKING: A 26-year-old woman from San Francisco, Alicia Brown, alleges that Kamala Harris was involved in a 2011 hit-and-run accident that left her unable to walk. https://t.co/UNvyHMSss7",43.1566,-77.6088,I Meme Therefore I Am 🇺🇸,Tue Sep 03 17:37:28 +0000 2024,Neutral,['Elections'],New York,FALSE
829,St. Paul,The Trump assassination attempts were staged,"This is how you know January 6th Insurrection Day was setup by the same people who planned the Donald Trump assassination attempt
 https://t.co/MxV7eS2XqI",44.9537,-93.09,Johnny Midnight ⚡️,Tue Jan 07 01:13:31 +0000 2025,Positive,['Elections'],Minnesota,FALSE
894,St. Paul,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",44.9537,-93.09,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Minnesota,FALSE
905,St. Paul,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,We did it folks!  AP has pulled down their fake fact check on JD Vance having sexual relations with his couch. This is a victory for the truth and for those of us who care about our furniture. https://t.co/smKq0KTKWl,44.9537,-93.09,Rep. Jack Kimble,Thu Jul 25 18:01:11 +0000 2024,Positive,['Elections'],Minnesota,FALSE
908,St. Paul,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP declares “JD Vance did not have sex with a couch” in now-deleted fact check.

Follow: @AFpost https://t.co/ijeR0Ue9Hv",44.9537,-93.09,AF Post,Thu Jul 25 21:51:26 +0000 2024,Negative,['Elections'],Minnesota,FALSE
911,St. Paul,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,Someone tweeted a random joke and it forced JD Vance to spend his entire first week as VP pick explaining that he didn't actually have sex with a couch. The internet remains undefeated.,44.9537,-93.09,ʟᴜᴋᴇ ʙᴀʀɴᴇᴛᴛ 🚛👻,Thu Jul 25 14:17:53 +0000 2024,Negative,['Elections'],Minnesota,FALSE
913,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,Hilarious! We just caught @CNN using AI to try to make the crowd look bigger at a @KamalaHarris event! https://t.co/Lhfjv7dbxY,44.9537,-93.09,The Older Millennial,Sun Aug 04 00:23:29 +0000 2024,Positive,['Elections'],Minnesota,FALSE
914,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"@SpeakerPelosi Oh shut up lady, if you are still in horror four years later after this tour of the Capital then you are to emotional to serve the country. 

Nobody is buying your emotional blackmail anymore, we remember when you supported the BLM Riots. https://t.co/UylOIkoLI0",44.9537,-93.09,LiveLife 🇺🇸,Mon Jan 06 16:49:10 +0000 2025,Negative,['Elections'],Minnesota,FALSE
920,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"I seriously cannot believe they used AI to make it seem like Kamala had huge crowds waiting for her 💀🤣😭😭😭

Tell me you’re desperate without telling me you’re desperate!!!! https://t.co/319YnE9Zz1",44.9537,-93.09,TONY™,Fri Aug 09 01:54:02 +0000 2024,Positive,['Elections'],Minnesota,FALSE
921,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"This is not a rave or a concert. This is the 10,000-person stadium in Madison, Wisconsin right now as they wait for Kamala Harris’s rally. People are dancing, having fun, and fired up for Kamala Harris. Truly an incredible thing to watch. 

 https://t.co/F5BXPZnX6B",44.9537,-93.09,Victor Shi,Fri Sep 20 21:34:41 +0000 2024,Negative,['Elections'],Minnesota,FALSE
925,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,@DefiyantlyFree Every single person involved in the Minneapolis riots made bail because of Kamala Harris. https://t.co/SpIxDC66Sr,44.9537,-93.09,Ryan Jacobsen,Mon Jan 06 18:55:38 +0000 2025,Positive,['Elections'],Minnesota,FALSE
926,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"Kamala Harris’s campaign is using AI to manipulate her campaign photos and videos. And it’s all being orchestrated by @MikeNellis, a senior advisor to Kamala Harris who works with Loren Merchan, the daughter of Judge Juan Merchan as I have previously reported. 

Why won’t the https://t.co/Pkk1neMh4O",44.9537,-93.09,Laura Loomer,Sat Aug 10 03:27:54 +0000 2024,Positive,['Elections'],Minnesota,FALSE
929,St. Paul,The crowd at Kamala Harris’s rally was artificially inflated using AI technology.,"FACT: there was a ‘crowd’ at the Harris-Walz rally at the Detroit Metro Airport on Wednesday. Looking at our GPS mobile device data, there were 4,189 devices present at the hanger that day and time. The photo in question, HOWEVER, was 💯manipulated for whatever reason.

Headline: https://t.co/fXQrjNnQD9",44.9537,-93.09,Tony Seruga,Mon Aug 12 13:03:09 +0000 2024,Positive,['Elections'],Minnesota,FALSE
941,St. Paul,Taylor Swift and her fanbase endorse or are partial to Donald Trump for the 2024 Presidential Election.,"BREAKING: Trump's election win has officially been certified!!! 🇺🇸🇺🇸🇺🇸

Kamala is the one who had to certify it 🤣 https://t.co/BeNJBqy4AJ",44.9537,-93.09,Libs of TikTok,Mon Jan 06 18:44:20 +0000 2025,Negative,['Elections'],Minnesota,FALSE
976,St. Paul,Kamala Harris was involved in a hit-and-run car accident in 2011.,"BREAKING: A 26-year-old woman from San Francisco, Alicia Brown, alleges that Kamala Harris was involved in a 2011 hit-and-run accident that left her unable to walk. https://t.co/UNvyHMSss7",44.9537,-93.09,I Meme Therefore I Am 🇺🇸,Tue Sep 03 17:37:28 +0000 2024,Neutral,['Elections'],Minnesota,FALSE
1027,Billings,"Jews, Zionists and Israel control the election results","Israeli jews brag about rigging 30+ presidential elections to undercover reporters acting as potential clients.

This is just ONE Israel-based team. https://t.co/YTupU9Wfaf",45.7833,-108.5007,Chasing Sunsets,Tue Oct 29 20:13:38 +0000 2024,Positive,['Elections'],Montana,FALSE
1067,Billings,The Trump assassination attempts were staged,"BREAKING NEWS:

Second assassination attempt on @realDonaldTrump . 

Donald #Trump was between “300 and 500 yards” from the suspect when FBI agents confronted him. https://t.co/PNAhbb0WBO",45.7833,-108.5007,Miodrag,Sun Sep 15 21:41:04 +0000 2024,Positive,['Elections'],Montana,FALSE
1068,Billings,The Trump assassination attempts were staged,Second ✌️assassination attempt made on Trump today while he was golfing. Word is secret service did their job this time and is in process of taking the individual in. They have ditched their AK47 and fled the scene #Trump https://t.co/uqiRoVFuPk,45.7833,-108.5007,Daniel Stakleff,Sun Sep 15 20:25:07 +0000 2024,Positive,['Elections'],Montana,FALSE
1069,Billings,The Trump assassination attempts were staged,"Another angle from last nights Trump rally in Butler, Pennsylvania shows the moment Trump was shot as multiple shots were fired at him, during an assassination attempt. https://t.co/mfa8kI6Uhi",45.7833,-108.5007,Oli London,Sun Jul 14 10:32:25 +0000 2024,Positive,['Elections'],Montana,FALSE
1072,Billings,The Trump assassination attempts were staged,"Assassination attempt on Donald Trump!

Several gun shots were fired at him in a rally at Butler, Pennsylvania
Bullet grazed his upper part of ear
Suspected Shooter Dead.

An innocent bystander was hit dead.

Congratulations ""President"" Trump!

Reason why PM .@narendramodi Ji https://t.co/aY5WG40Oxj",45.7833,-108.5007,BhikuMhatre,Sun Jul 14 01:42:28 +0000 2024,Positive,['Elections'],Montana,FALSE
1075,Billings,The Trump assassination attempts were staged,"🚨Bombshell new bystander footage of Trump assassination attempt in Butler, PA reveals police surrounding building, clearing perimeter where sniper Thomas Crooks opened fire OVER AN HOUR before shots rang out

 https://t.co/sew10HntBR",45.7833,-108.5007,Benny Johnson,Mon Jul 29 16:31:38 +0000 2024,Positive,['Elections'],Montana,FALSE
1147,Billings,JD Vance admitted to an inappropriate sex act involving a couch in his memoir.,"AP retracted this story—“No, JD Vance did not have sex with a couch”. Vance campaign hung up on John Oliver, which he points out is “not a no”. https://t.co/txQTjEnFis",45.7833,-108.5007,Eric Feigl-Ding,Mon Jul 29 04:15:51 +0000 2024,Negative,['Elections'],Montana,FALSE
